Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Tales of Graces f,PS3,2010,Role-Playing,Namco Bandai Games,0.28,0.18,0.45,0.07,0.98,77,55,8.2,336,Namco Bandai Games,T
Fallout 3,PC,2008,Role-Playing,Bethesda Softworks,0.02,0.88,0,0.08,0.98,91,48,7.9,3450,Bethesda Game Studios,M
Mario Party Advance,GBA,2005,Misc,Nintendo,0.5,0.19,0.28,0.02,0.98,54,27,5.4,34,Hudson,E
Tetris 2,NES,1993,Puzzle,Nintendo,0.62,0.13,0.21,0.02,0.98,,,,,,
Zoo Tycoon DS,DS,2005,Strategy,THQ,0.86,0.03,0.01,0.08,0.98,44,19,6.6,25,Altron,E
NASCAR 99,N64,1998,Racing,Electronic Arts,0.94,0.04,0,0.01,0.98,,,,,,
WWE SmackDown vs Raw 2008,Wii,2007,Fighting,THQ,0.38,0.5,0,0.11,0.98,59,13,5.9,18,Yuke's,T
Air-Sea Battle,2600,N/A,Shooter,Atari,0.91,0.06,0,0.01,0.98,,,,,,
Dead Space 3,X360,2013,Action,Electronic Arts,0.64,0.26,0,0.08,0.98,78,68,6.4,694,Visceral Games,M
Suikoden III,PS2,N/A,Role-Playing,Unknown,0.29,0.23,0.38,0.08,0.98,86,23,7.7,113,KCET,T
Rocksmith 2014,PS3,2013,Misc,Ubisoft,0.53,0.24,0.05,0.16,0.98,,,,,,
Tom Clancy's Splinter Cell: Blacklist,X360,2013,Action,Ubisoft,0.57,0.32,0.01,0.08,0.98,82,58,7.5,383,Ubisoft Toronto,M
Madden NFL 10,PS2,2009,Sports,Electronic Arts,0.88,0,0,0.1,0.98,,,7.2,6,EA Tiburon,E
NBA 2K10,X360,2009,Sports,Take-Two Interactive,0.88,0.02,0,0.08,0.97,82,46,7.6,34,Visual Concepts,E
NCAA Football 06,XB,2005,Sports,Electronic Arts,0.73,0.21,0,0.03,0.97,87,38,8.3,27,EA Sports,E
Madden NFL 16,X360,2015,Sports,Electronic Arts,0.85,0.02,0,0.1,0.97,,,5.1,12,EA Sports,E
Grand Theft Auto: San Andreas,PC,2005,Action,Take-Two Interactive,0,0.93,0,0.04,0.97,93,47,8.9,1841,Rockstar North,M
Madden NFL 08,PS3,2007,Sports,Electronic Arts,0.89,0,0,0.08,0.97,81,31,5.3,33,EA Tiburon,E
Fire Emblem,GBA,2003,Strategy,Nintendo,0.49,0.18,0.29,0.01,0.97,88,31,9.2,144,Intelligent Systems,E
Brutal Legend,X360,2009,Action,Electronic Arts,0.62,0.26,0,0.09,0.97,82,88,8,268,Double Fine Productions,M
Disney Infinity,PS3,2013,Action,Disney Interactive Studios,0.49,0.32,0,0.16,0.97,75,21,5.9,47,Avalanche Software,E10+
Tamagotchi Connection: Corner Shop 2,DS,2006,Simulation,Namco Bandai Games,0.09,0.01,0.86,0.01,0.97,66,9,tbd,,NanaOn-Sha,E
NHL 2004,PS2,2003,Sports,Electronic Arts,0.47,0.37,0,0.12,0.97,85,19,7.6,53,EA Sports,E
Grand Theft Auto: Vice City Stories,PS2,2007,Action,Take-Two Interactive,0.78,0.03,0.03,0.13,0.97,75,37,7.9,67,Rockstar Leeds,M
Disney Tangled,DS,2010,Action,Disney Interactive Studios,0.53,0.35,0,0.09,0.97,,,,,,
Wheel of Fortune,Wii,2010,Misc,THQ,0.86,0.04,0,0.06,0.97,,,7.6,5,THQ,E
FIFA Soccer 2005,XB,2004,Sports,Electronic Arts,0.33,0.6,0,0.04,0.97,81,34,8.7,23,EA Canada,E
Mass Effect 3,PC,2012,Role-Playing,Electronic Arts,0.4,0.44,0,0.12,0.97,89,23,5.5,5926,BioWare,M
Cars,DS,2006,Racing,THQ,0.85,0.04,0,0.07,0.97,54,17,2.1,11,Helixe,E
Band Hero,Wii,2009,Misc,Activision,0.59,0.29,0,0.09,0.97,79,20,6.6,15,Vicarious Visions,E10+
Romancing SaGa,SNES,1992,Role-Playing,SquareSoft,0,0,0.97,0,0.97,,,,,,
Skylanders: Spyro's Adventure,X360,2011,Action,Activision,0.53,0.34,0,0.1,0.97,78,35,5.2,53,Toys for Bob,E10+
Donkey Kong Junior,2600,1981,Platform,Atari,0.9,0.05,0,0.01,0.97,,,,,,
LEGO Harry Potter: Years 5-7,X360,N/A,Action,Warner Bros. Interactive Entertainment,0.51,0.37,0,0.09,0.97,77,35,7.9,39,Traveller's Tales,E10+
LEGO Star Wars II: The Original Trilogy,GC,2006,Action,LucasArts,0.75,0.19,0,0.03,0.97,84,25,9.1,16,Traveller's Tales,E10+
Medal of Honor: Underground,PS,2000,Shooter,Electronic Arts,0.54,0.37,0,0.06,0.97,86,16,9,44,Dreamworks Interactive,T
Dark Cloud 2,PS2,2002,Role-Playing,Sony Computer Entertainment,0.38,0.25,0.26,0.07,0.96,87,41,9.1,174,Level 5,T
Far Cry 3,PC,2012,Shooter,Ubisoft,0.22,0.62,0,0.12,0.96,88,43,8.2,3183,Ubisoft Montreal,M
Evolve,PS4,2015,Shooter,Take-Two Interactive,0.36,0.41,0.05,0.15,0.96,76,46,4.3,894,Turtle Rock Studios,M
Dead Space 3,PS3,2013,Action,Electronic Arts,0.44,0.36,0,0.16,0.96,76,37,6.4,522,Visceral Games,M
Dragon Quest X,Wii,2012,Role-Playing,Square Enix,0,0,0.96,0,0.96,,,,,Square Enix,
Jampack Summer '99,PS,1999,Misc,Sony Computer Entertainment,0.54,0.36,0,0.06,0.96,,,,,,
Dance Dance Revolution 2nd ReMIX,PS,1999,Simulation,Konami Digital Entertainment,0,0,0.9,0.06,0.96,,,,,,
Mortal Kombat Trilogy,N64,1996,Fighting,GT Interactive,0.72,0.22,0,0.02,0.96,,,,,,
Star Soldier,NES,1986,Shooter,Hudson Soft,0.32,0.06,0.57,0.01,0.96,,,,,,
NHL 2001,PS2,2000,Sports,Electronic Arts,0.47,0.37,0,0.12,0.96,85,22,8.1,9,EA Sports,E
Farming Simulator 2013,PC,2012,Simulation,Focus Home Interactive,0,0.81,0,0.15,0.96,65,12,7.5,111,Giants Software,E
Guitar Hero: Warriors of Rock,Wii,2010,Misc,Activision,0.47,0.4,0,0.09,0.96,77,26,7.5,17,"Vicarious Visions, Neversoft Entertainment",T
de Blob,Wii,2008,Platform,THQ,0.49,0.37,0,0.1,0.96,82,48,8.6,73,Blue Tongue Entertainment,E
Dragon Quest Monsters: Terry's Wonderland 3D,3DS,2012,Role-Playing,Square Enix,0,0,0.96,0,0.96,,,,,,
Shinobi,PS2,2002,Platform,Sony Computer Entertainment,0.36,0.28,0.22,0.09,0.96,71,33,7.9,43,Overworks,M
Mortal Kombat: Deadly Alliance,XB,2002,Fighting,Midway Games,0.77,0.15,0,0.04,0.96,81,27,8.4,24,Midway,M
The Witcher 2: Assassins of Kings,PC,2011,Action,Namco Bandai Games,0.25,0.56,0,0.14,0.96,88,76,8.5,4378,CD Projekt Red Studio,M
Sniper Elite V2,PS3,2012,Shooter,505 Games,0.38,0.38,0.06,0.14,0.96,70,21,6.9,92,Rebellion,M
ESPN NBA 2K5,XB,2004,Sports,Global Star,0.88,0.04,0,0.04,0.95,85,28,8.7,22,Visual Concepts,E
Gangs of London,PSP,2006,Adventure,Sony Computer Entertainment,0.3,0.43,0,0.22,0.95,52,47,6.7,18,SCEE London Studio,M
Mario Tennis Open,3DS,2012,Sports,Nintendo,0.26,0.29,0.34,0.05,0.95,69,58,6.9,110,Camelot Software Planning,E
PilotWings Resort,3DS,2011,Simulation,Nintendo,0.4,0.36,0.13,0.07,0.95,71,64,7.4,88,Monster Games Inc.,E
Wheel of Fortune,PS2,N/A,Misc,Unknown,0.47,0.36,0,0.12,0.95,,,tbd,,Atari,E
World Championship Poker,PS2,2004,Misc,Play It,0.8,0.03,0,0.13,0.95,60,8,7.7,11,Coresoft,E
My Weight Loss Coach,DS,2008,Sports,Ubisoft,0.3,0.54,0,0.11,0.95,63,4,7.6,7,Ubisoft Montreal,E
Tom Clancy's Splinter Cell: Chaos Theory,PS2,2005,Action,Ubisoft,0.36,0.45,0,0.14,0.95,87,29,8.6,53,Ubisoft Montreal,M
Sonic Unleashed,X360,2008,Platform,Sega,0.54,0.32,0,0.09,0.95,60,50,7.8,238,Sonic Team,E10+
SpongeBob SquarePants: Battle for Bikini Bottom,GC,2003,Platform,THQ,0.74,0.19,0,0.03,0.95,71,10,8.6,34,Heavy Iron Studios,E
Disney Infinity 2.0: Marvel Super Heroes,PS3,2014,Action,Disney Interactive Studios,0.46,0.33,0,0.16,0.95,,,,,,
PlayStation All-Stars Battle Royale,PS3,2012,Action,Sony Computer Entertainment,0.5,0.27,0.04,0.15,0.95,74,69,7.3,540,SuperBot Entertainment,T
Scooby-Doo! First Frights,Wii,2009,Action,Warner Bros. Interactive Entertainment,0.84,0.04,0,0.07,0.95,,,,,,
Epic Mickey 2: The Power of Two,Wii,2012,Action,Disney Interactive Studios,0.67,0.21,0,0.07,0.95,,,,,,
Mega Man Star Force Dragon / Leo / Pegasus,DS,2006,Action,Capcom,0.39,0,0.53,0.03,0.95,,,,,,
Pro Evolution Soccer 2014,PS3,2013,Action,Konami Digital Entertainment,0.03,0.41,0.51,0,0.95,78,39,4.1,303,Konami,E
Yakuza 4,PS3,N/A,Action,Sega,0.15,0.13,0.63,0.05,0.95,78,59,8,177,Ryu ga Gotoku Studios,M
Wild ARMs,PS,1996,Role-Playing,Sony Computer Entertainment,0.26,0.17,0.46,0.06,0.95,,,,,,
Tom Clancy's Ghost Recon: Future Soldier,PS3,2012,Shooter,Ubisoft,0.41,0.32,0.09,0.12,0.95,79,18,6.9,156,Ubisoft Paris,M
Kessen,PS2,2000,Strategy,Electronic Arts,0.27,0.21,0.41,0.07,0.95,75,20,8.4,12,Koei,T
Driver: San Francisco,PS3,2011,Racing,Ubisoft,0.24,0.52,0.01,0.18,0.95,79,53,7.7,114,Ubisoft Reflections,T
Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel,GBA,2003,Misc,Konami Digital Entertainment,0.68,0.25,0,0.02,0.95,,,,,,
NCAA Football 2000,PS,1999,Sports,Electronic Arts,0.53,0.36,0,0.06,0.95,,,,,,
Ben 10: Alien Force,DS,2008,Action,Koch Media,0.65,0.22,0,0.09,0.95,,,2.8,4,Monkey Bar Games,E
Army of Two: The 40th Day,X360,2010,Shooter,Electronic Arts,0.62,0.24,0,0.09,0.95,73,79,7.3,126,EA Montreal,M
Sonic & Sega All-Stars Racing,PS3,2010,Racing,Sega,0.36,0.43,0,0.16,0.95,,,,,,
Just Dance 2016,Wii,2015,Misc,Ubisoft,0.41,0.46,0,0.08,0.95,,,tbd,,Ubisoft,E10+
Skylanders: Trap Team,Wii,2014,Action,Activision,0.41,0.46,0,0.08,0.95,,,tbd,,Toys for Bob,E10+
Lost Planet 2,PS3,2010,Shooter,Capcom,0.29,0.33,0.2,0.13,0.95,68,56,6.9,62,Capcom,T
LEGO Pirates of the Caribbean: The Video Game,PS3,2011,Action,Disney Interactive Studios,0.36,0.43,0,0.16,0.95,73,42,7.1,34,Traveller's Tales,E10+
NBA 2K16,X360,2015,Sports,Take-Two Interactive,0.79,0.05,0,0.1,0.94,,,3.2,24,Visual Concepts,E
Killzone,PS2,2004,Shooter,Sony Computer Entertainment,0.79,0.03,0,0.13,0.94,70,67,7.4,254,Guerrilla,M
Colin McRae Rally 04,PS2,2003,Racing,Codemasters,0.01,0.71,0.01,0.21,0.94,,,,,,
Club Penguin: Game Day!,Wii,2010,Sports,Disney Interactive Studios,0.54,0.32,0,0.08,0.94,,,,,,
The SpongeBob SquarePants Movie,GC,2004,Platform,THQ,0.73,0.19,0,0.03,0.94,73,9,7.8,13,Heavy Iron Studios,E
Star Fox 64 3D,3DS,2011,Shooter,Nintendo,0.48,0.27,0.13,0.06,0.94,81,65,8.2,231,Nintendo,E10+
Midway Presents Arcade's Greatest Hits: The Atari Collection 1,PS,1996,Misc,GT Interactive,0.52,0.36,0,0.06,0.94,,,,,,
Castlevania: Lament of Innocence,PS2,2003,Action,Konami Digital Entertainment,0.46,0.36,0,0.12,0.94,79,45,8.4,74,KCET,M
Rocksmith 2014,X360,2013,Misc,Ubisoft,0.69,0.16,0,0.09,0.94,,,,,,
Tom Clancy's Splinter Cell: Blacklist,PS3,2013,Action,Ubisoft,0.34,0.39,0.06,0.15,0.94,84,27,7.7,314,Ubisoft Toronto,M
Destroy All Humans!,PS2,2005,Shooter,THQ,0.78,0.03,0,0.13,0.94,,,,,,
Skylanders: Spyro's Adventure,PS3,2011,Action,Activision,0.39,0.39,0,0.16,0.94,77,18,4.8,42,Toys for Bob,E10+
MVP Baseball 2005,XB,2005,Sports,Electronic Arts,0.7,0.2,0,0.03,0.94,86,35,,,EA Sports,
SaGa Frontier 2,PS,1999,Role-Playing,SquareSoft,0.1,0.07,0.71,0.06,0.94,,,,,,
Phantasy Star Portable,PSP,2008,Role-Playing,Sega,0.19,0.06,0.63,0.05,0.94,64,38,7.8,19,Alfa System,T
WWE SmackDown vs. Raw 2009,PS3,2008,Fighting,THQ,0.51,0.3,0.01,0.12,0.94,78,37,7,49,Yuke's,T
NCAA Football 10,X360,2009,Sports,Electronic Arts,0.87,0,0,0.07,0.94,83,26,6.7,37,EA Tiburon,E
Brutal Legend,PS3,2009,Action,Electronic Arts,0.54,0.27,0,0.13,0.94,83,61,7.6,162,Double Fine Productions,M
Tony Hawk: RIDE,Wii,2009,Sports,Activision,0.69,0.17,0,0.08,0.94,47,15,4.5,21,Buzz Monkey,E10+
MLB 2000,PS,1999,Sports,Sony Computer Entertainment,0.52,0.35,0,0.06,0.94,,,,,,
Bully,PS2,2006,Action,Take-Two Interactive,0.75,0.03,0.04,0.12,0.94,87,69,9.1,293,Rockstar Vancouver,T
Rise of the Tomb Raider,PS4,2016,Adventure,Square Enix,0.23,0.53,0.04,0.14,0.94,,,,,,
Prince of Persia: The Sands of Time,XB,2003,Action,Ubisoft,0.57,0.33,0,0.04,0.94,92,41,7.8,72,Ubisoft,T
Hot Shots Golf Fore!,PS2,2003,Sports,Sony Computer Entertainment,0.46,0.36,0,0.12,0.94,,,,,,
MLB 06: The Show,PS2,2006,Sports,Sony Computer Entertainment,0.78,0.03,0,0.13,0.94,83,30,8.9,31,SCEA San Diego Studios,E
NHL 2003,PS2,2002,Sports,Electronic Arts,0.46,0.36,0,0.12,0.93,79,20,6.8,18,EA Sports,E
Naruto Shippuden: Ultimate Ninja Storm 3,PS3,2013,Fighting,Namco Bandai Games,0.32,0.32,0.15,0.15,0.93,77,32,7.9,187,CyberConnect2,T
EA Sports UFC 2,PS4,2016,Sports,Electronic Arts,0.29,0.49,0,0.15,0.93,79,38,6.2,157,EA Sports,T
The Sims 2,DS,2005,Simulation,Electronic Arts,0.81,0.05,0,0.07,0.93,70,13,6.1,24,Griptonite Games,E10+
Bentley's Hackpack,GBA,2005,Misc,N/A,0.67,0.25,0,0.02,0.93,,,,,,
Tony Hawk's Pro Skater 4,XB,2002,Sports,Activision,0.59,0.3,0,0.04,0.93,90,25,8.5,21,Neversoft Entertainment,T
Dragon Age: Inquisition,XOne,2014,Role-Playing,Electronic Arts,0.56,0.28,0,0.09,0.93,85,28,6.9,703,BioWare,M
White Knight Chronicles: International Edition,PS3,2008,Role-Playing,Sony Computer Entertainment,0.33,0.16,0.36,0.08,0.93,64,77,7.5,213,Level 5,T
SingStar Abba,PS3,2008,Misc,Sony Computer Entertainment,0.27,0.5,0,0.16,0.93,70,26,5.5,4,SCEE London Studio,T
Crash City Mayhem,GBA,2004,Racing,THQ,0.67,0.25,0,0.02,0.93,,,,,,
Spider-Man,2600,1981,Action,Parker Bros.,0.87,0.05,0,0.01,0.93,,,,,,
Kirby: Planet Robobot,3DS,2016,Action,Nintendo,0.28,0.14,0.47,0.04,0.93,81,71,8.7,87,HAL Labs,E
Toy Story 2: Buzz Lightyear to the Rescue!,N64,1999,Platform,Activision,0.71,0.2,0,0.01,0.93,,,,,,
Castlevania II: Simon's Quest,NES,1987,Platform,Konami Digital Entertainment,0.45,0.06,0.42,0,0.93,,,,,,
Mega Man 4,NES,1991,Platform,Capcom,0.51,0.09,0.32,0.01,0.93,,,,,,
Guitar Hero: Metallica,Wii,2009,Misc,Activision,0.4,0.43,0,0.1,0.93,85,20,8.6,17,Neversoft Entertainment,T
Teenage Mutant Ninja Turtles,GBA,2003,Action,Unknown,0.67,0.25,0,0.02,0.93,71,16,8.8,8,Konami,E
Bayonetta,X360,2009,Action,Sega,0.51,0.25,0.09,0.08,0.93,90,86,8,597,PlatinumGames,M
MLB 07: The Show,PS2,2007,Sports,Sony Computer Entertainment,0.77,0.03,0,0.13,0.93,83,25,8.6,19,SCEA,E
Cars,GC,2006,Racing,THQ,0.72,0.19,0,0.03,0.93,71,21,7,5,Rainbow Studios,E
Build-A-Bear Workshop,DS,2007,Simulation,Game Factory,0.85,0.01,0,0.07,0.93,61,11,4.8,5,Neko Entertainment,E
Kingdom Hearts Re:coded,DS,2010,Role-Playing,Square Enix,0.53,0.09,0.27,0.05,0.93,66,58,7,76,"Square Enix, h.a.n.d. Inc.",E10+
Operation Flashpoint: Dragon Rising,X360,2009,Shooter,Codemasters,0.36,0.45,0.02,0.1,0.93,77,47,7.8,112,Codemasters,M
Inazuma Eleven 3,DS,2010,Role-Playing,Level 5,0,0,0.93,0,0.93,,,,,,
Lego Batman 3: Beyond Gotham,PS4,2014,Action,Warner Bros. Interactive Entertainment,0.37,0.4,0,0.15,0.93,73,43,7.1,75,TT Games,E10+
Wipeout: In The Zone,X360,2011,Misc,Activision,0.87,0,0,0.06,0.93,39,5,5.6,8,Activision,E10+
SnoCross Championship Racing,PS,1999,Racing,Ubisoft,0.52,0.35,0,0.06,0.93,66,8,tbd,,UDS,E
Brothers in Arms: Hell's Highway,PS3,2008,Shooter,Ubisoft,0.44,0.34,0,0.15,0.93,76,48,8,70,Gearbox Software,M
The LEGO Movie Videogame,PS3,2014,Action,Warner Bros. Interactive Entertainment,0.33,0.43,0.02,0.15,0.93,80,5,6.8,12,TT Games,E10+
Assassin's Creed III,PC,2012,Action,Ubisoft,0.28,0.53,0,0.12,0.93,80,21,6.2,1489,Ubisoft,M
Borderlands 2,PC,2012,Shooter,Take-Two Interactive,0.42,0.41,0,0.1,0.93,89,38,8.2,2482,Gearbox Software,M
Teenage Mutant Ninja Turtles,PS2,2003,Action,Konami Digital Entertainment,0.45,0.35,0,0.12,0.92,59,29,8.7,31,KCE Studios,E
Disney Magical World,3DS,2013,Adventure,Nintendo,0.17,0.2,0.53,0.03,0.92,71,27,7.5,21,h.a.n.d. Inc.,E
Top Gun: Combat Zones,PS2,2001,Simulation,Titus,0.45,0.35,0,0.12,0.92,63,17,3.3,9,Titus Software,E
NCAA Football 11,X360,2010,Sports,Electronic Arts,0.86,0,0,0.06,0.92,86,29,7.1,70,EA Tiburon,E
007: The World is not Enough,PS,2000,Action,Electronic Arts,0.51,0.35,0,0.06,0.92,61,11,6.7,44,Black Ops Entertainment,T
Cars,Wii,2006,Racing,THQ,0.83,0.03,0,0.07,0.92,65,13,tbd,,Rainbow Studios,E
Monster High: Ghoul Spirit,DS,2011,Misc,THQ,0.69,0.16,0,0.07,0.92,,,tbd,,ImaginEngine,E
Phoenix Wright: Ace Attorney,DS,2005,Adventure,Capcom,0.44,0.05,0.39,0.05,0.92,81,53,9.2,203,Capcom,T
MLB 15: The Show,PS4,2015,Sports,Sony Computer Entertainment,0.68,0.08,0,0.17,0.92,80,44,7.8,190,SCEA San Diego Studios,E
South Park: The Stick of Truth,PS3,2014,Role-Playing,Ubisoft,0.43,0.34,0,0.16,0.92,85,31,8.5,575,Obsidian Entertainment,M
South Park: The Stick of Truth,X360,2014,Role-Playing,Ubisoft,0.58,0.26,0,0.09,0.92,82,33,8.4,363,Obsidian Entertainment,M
NHL 98,PS,1997,Sports,Electronic Arts,0.51,0.35,0,0.06,0.92,,,,,,
Space Jam,PS,1996,Sports,Acclaim Entertainment,0.51,0.35,0,0.06,0.92,,,,,,
Balloon Fight,NES,1985,Platform,Nintendo,0.39,0.09,0.43,0.01,0.92,,,,,,
Knockout Kings 2000,N64,1999,Fighting,Electronic Arts,0.63,0.27,0,0.02,0.92,,,,,,
MLB 12: The Show,PS3,2012,Sports,Sony Computer Entertainment,0.86,0,0,0.06,0.92,87,23,7.5,75,SCEA San Diego Studios,E
SpongeBob SquarePants: The Yellow Avenger,PSP,2006,Action,THQ,0.55,0.21,0,0.16,0.92,48,9,6.4,13,Tantalus Interactive,E
Dante's Inferno,X360,2010,Action,Electronic Arts,0.63,0.2,0.02,0.07,0.92,73,71,7.7,224,Visceral Games,M
Wii Play: Motion,Wii,2011,Misc,Nintendo,0.23,0.42,0.18,0.09,0.92,60,34,6.1,16,Nintendo,E10+
WWE SmackDown vs. Raw 2009,X360,2008,Fighting,THQ,0.58,0.26,0,0.08,0.92,79,47,7.1,34,Yuke's,T
Sonic Riders,GC,2006,Racing,Sega,0.71,0.18,0,0.03,0.92,59,32,8,46,Sonic Team,E
Starsky & Hutch,PS2,2003,Racing,Empire Interactive,0.45,0.35,0,0.12,0.92,,,,,,
Tobal No.1,PS,1996,Fighting,Sony Computer Entertainment,0.12,0.08,0.66,0.06,0.92,,,,,,
Blue Dragon,X360,2006,Role-Playing,Microsoft Game Studios,0.3,0.32,0.21,0.08,0.92,79,56,7.8,161,"Mistwalker, Artoon",T
Buzz! Quiz World,PS3,2009,Misc,Sony Computer Entertainment,0.16,0.57,0,0.19,0.91,,,,,,
Harvest Moon 3D: A New Beginning,3DS,2012,Action,Marvelous Entertainment,0.41,0.17,0.3,0.05,0.91,74,21,8.2,62,Marvelous AQL,E
Kung Fu Panda,Wii,2008,Action,Activision,0.5,0.32,0,0.09,0.91,70,20,6.7,7,Xpec,E10+
Street Hoops,PS2,2002,Sports,Activision,0.45,0.35,0,0.12,0.91,,,,,,
EA Sports Grand Slam Tennis,Wii,2009,Sports,Electronic Arts,0.28,0.51,0.02,0.11,0.91,,,,,,
EA Sports Active 2,PS3,2010,Sports,Electronic Arts,0.52,0.27,0,0.12,0.91,78,20,5.4,14,EA Canada,E
Nickelodeon Fit,Wii,2010,Sports,Take-Two Interactive,0.76,0.09,0,0.06,0.91,,,tbd,,High Voltage Software,E
Knockout Kings 2002,PS2,2002,Sports,Electronic Arts,0.45,0.35,0,0.12,0.91,76,23,8.1,12,Electronic Arts,T
Injustice: Gods Among Us,PS4,2013,Fighting,Warner Bros. Interactive Entertainment,0.46,0.3,0,0.16,0.91,,,,,,
Tom Clancy's EndWar,X360,2008,Strategy,Ubisoft,0.58,0.24,0.01,0.09,0.91,77,63,7.2,53,Ubisoft Shanghai,T
LEGO Harry Potter: Years 5-7,PS3,N/A,Action,Warner Bros. Interactive Entertainment,0.36,0.41,0,0.15,0.91,76,27,8.3,48,Traveller's Tales,E10+
Tokyo Xtreme Racer 3,PS2,2003,Racing,Genki,0.35,0.27,0.21,0.09,0.91,63,15,8.9,23,Genki,E
Xenoblade Chronicles,Wii,2010,Role-Playing,Nintendo,0.43,0.25,0.16,0.07,0.91,92,59,8.9,950,Monolith Soft,T
Assassin's Creed,PC,2008,Adventure,Ubisoft,0.01,0.83,0,0.07,0.91,,,,,,
Glover,N64,1998,Platform,Hasbro Interactive,0.72,0.17,0,0.01,0.91,,,,,,
Colin McRae Rally 2.0,PS,2000,Racing,Codemasters,0.02,0.8,0.02,0.07,0.91,90,13,8.7,31,Codemasters,E
Dynasty Warriors 7,PS3,2011,Action,Tecmo Koei,0.25,0.13,0.46,0.06,0.91,57,25,7.4,57,Omega Force,T
NBA 2K14,XOne,2013,Sports,Take-Two Interactive,0.7,0.11,0,0.09,0.91,86,15,5.7,183,Visual Concepts,E
Namco Museum,XB,N/A,Misc,Unknown,0.77,0.11,0,0.04,0.91,59,7,tbd,,Mass Media,E
SSX,PS3,2012,Sports,Electronic Arts,0.35,0.41,0.02,0.14,0.91,81,38,6.8,110,EA Canada,E
Sonic Riders: Zero Gravity,Wii,2008,Racing,Sega,0.48,0.32,0.02,0.09,0.91,56,26,8.1,57,Sonic Team,E
AMF Bowling Pinbusters!,Wii,2007,Sports,Bethesda Softworks,0.84,0,0,0.07,0.91,,,,,,
Super Momotarou Dentetsu III,SNES,1994,Simulation,Hudson Soft,0,0,0.91,0,0.91,,,,,,
Sonic Mega Collection Plus,XB,2004,Misc,Sega,0.61,0.26,0,0.04,0.91,75,20,7.9,12,Sonic Team,E
Operation Flashpoint: Dragon Rising,PS3,2009,Shooter,Codemasters,0.23,0.46,0.05,0.17,0.91,76,42,6.5,53,Codemasters,M
Tiger Woods PGA Tour 2002,PS2,2002,Sports,Electronic Arts,0.44,0.35,0,0.12,0.9,80,23,7.6,5,EA Sports,E
Lost Odyssey,X360,2007,Role-Playing,Microsoft Game Studios,0.45,0.26,0.11,0.08,0.9,78,68,8.3,432,Mistwalker,T
Street Fighter V,PS4,2016,Fighting,Capcom,0.4,0.28,0.08,0.14,0.9,77,80,3.4,1221,Capcom,T
Just Cause 3,XOne,2015,Action,Square Enix,0.44,0.39,0,0.08,0.9,71,24,7,186,Avalanche Studios,M
Mini-Yonku Shining Scorpion: Let's & Go!!,SNES,1996,Racing,ASCII Entertainment,0,0,0.9,0,0.9,,,,,,
MLB 2005,PS2,2004,Sports,Sony Computer Entertainment,0.44,0.35,0,0.12,0.9,78,36,7.6,9,989 Sports,E
Marvel: Ultimate Alliance 2,X360,2009,Role-Playing,Activision,0.68,0.15,0,0.08,0.9,73,75,7.3,82,Vicarious Visions,T
Burnout Revenge,PS2,2005,Racing,Electronic Arts,0.75,0.03,0,0.12,0.9,90,52,8.8,114,Criterion Games,E10+
Crysis 3,X360,2013,Shooter,Electronic Arts,0.51,0.31,0.01,0.08,0.9,76,45,6.7,344,Crytek,M
Far Cry 4,X360,2014,Shooter,Ubisoft,0.45,0.37,0,0.08,0.9,,,7,109,Ubisoft Montreal,M
The Witcher 2: Assassins of Kings,X360,2012,Action,Namco Bandai Games,0.48,0.32,0.02,0.08,0.9,88,82,8.3,818,CD Projekt Red Studio,M
Homefront,PS3,2011,Shooter,THQ,0.32,0.39,0.04,0.15,0.9,70,60,5.7,174,Kaos Studios,M
Destruction Derby,PS,1995,Racing,Psygnosis,0.5,0.34,0,0.06,0.9,,,,,,
LEGO Jurassic World,PS4,2015,Action,Warner Bros. Interactive Entertainment,0.32,0.42,0.02,0.14,0.9,70,46,7,80,TT Games,E10+
Avatar: The Game,PS3,2009,Action,Ubisoft,0.32,0.42,0,0.16,0.9,,,,,,
The Elder Scrolls Online,PC,2014,Role-Playing,Bethesda Softworks,0.32,0.51,0,0.07,0.9,71,64,5.7,2421,ZeniMax Media,M
3Xtreme,PS,1999,Action,989 Studios,0.5,0.34,0,0.06,0.9,,,,,,
Hot Shots Tennis,PS2,2006,Sports,Sony Computer Entertainment,0.17,0.13,0.55,0.05,0.9,70,44,8.1,8,Clap Hanz,E
MX vs. ATV Reflex,PS3,2009,Racing,THQ,0.52,0.25,0,0.12,0.9,74,44,7.4,10,Rainbow Studios,E
Madden NFL 25,PS4,2013,Sports,Electronic Arts,0.63,0.13,0,0.15,0.9,74,13,5.2,118,EA Sports,E
Sonic Heroes,XB,2003,Platform,Sega,0.41,0.43,0.01,0.05,0.9,73,28,7.6,34,Sonic Team,E
Madden NFL 99,N64,1998,Sports,Electronic Arts,0.84,0.05,0,0.01,0.9,,,,,,
Spider-Man 3,PS2,2007,Platform,Activision,0.74,0.03,0.01,0.12,0.9,50,14,6.5,28,Vicarious Visions,T
James Bond 007: Agent Under Fire,XB,2002,Shooter,Electronic Arts,0.65,0.22,0,0.03,0.9,71,16,7.5,15,Electronic Arts,T
